dataset,optimizer,iteration,variation,runtime
Adiac,ssg-1000-1,21_450670026609341117,113.64230187185557,102.69919943809509
Adiac,ssg-1000-1,22_1469058586976400163,113.66788347187597,102.44128251075745
Adiac,ssg-1000-1,23_1985977486100870025,113.23551909408228,102.2238085269928
Adiac,ssg-1000-1,24_749800961038824432,114.84390579969205,102.46346759796143
Adiac,ssg-1000-1,25_21128217032602711,115.25559178221961,102.68359446525574
Adiac,ssg-1000-1,26_1684501843125155006,113.60464152682297,103.72100949287415
Adiac,ssg-1000-1,27_737179117307770150,113.75808450583388,103.58883619308472
Adiac,ssg-1000-1,28_1887440903287027085,119.59203478484096,103.49844717979431
Adiac,ssg-1000-1,29_245679827505853940,114.50155910013478,102.28762817382812
Adiac,adam-1000-1,0_577280439815190106,114.14173457034039,102.14309477806091
Adiac,adam-1000-1,1_1031944990574982848,185.7101625867977,102.19687628746033
Adiac,adam-1000-1,2_1727090326515431206,135.23304892414893,102.3011589050293
Adiac,adam-1000-1,3_1238732891189884813,144.95402020652412,102.78790211677551
Adiac,adam-1000-1,4_917403916507232242,243.91972543291698,100.86027002334595
Adiac,adam-1000-1,5_1668771680022378584,203.79655765129388,102.3254132270813
Adiac,adam-1000-1,6_1758969566651168957,266.693178003041,101.03879928588867
Adiac,adam-1000-1,7_828814065634064675,135.22874592129216,101.59618902206421
Adiac,adam-1000-1,8_1567501711301884296,349.1796311476047,101.32001328468323
Adiac,adam-1000-1,9_385699334768245230,156.5186160703964,101.48716235160828
Adiac,adam-1000-1,10_2190295883599788627,156.531730497052,101.78227663040161
Adiac,adam-1000-1,11_685471834232535738,113.31388530698757,102.34700441360474
Adiac,adam-1000-1,12_2258419425033534239,319.9831069137392,101.68178057670593
Adiac,adam-1000-1,13_176276454537378694,156.56273310192097,102.09669303894043
Adiac,adam-1000-1,14_945454107399240683,243.68738602475042,101.33320736885071
Adiac,adam-1000-1,15_1378614959498804305,144.87146313539475,102.18752527236938
Adiac,adam-1000-1,16_1304806942949457078,413.3679233375293,100.9676730632782
Adiac,adam-1000-1,17_2187528962588491035,116.94736966055399,101.38251495361328
Adiac,adam-1000-1,18_1562122900418805121,170.28294774145627,101.7284345626831
Adiac,adam-1000-1,19_545294547051560423,413.4815046481972,101.5586621761322
Adiac,adam-1000-1,20_1561098705337531980,348.5307285189902,101.4401695728302
Adiac,adam-1000-1,21_645263793516396211,135.16837430504972,102.6024444103241
Adiac,adam-1000-1,22_1725321212306341658,243.50870217857684,103.46800804138184
Adiac,adam-1000-1,23_1073233851221229441,127.24957045771653,102.7168173789978
Adiac,adam-1000-1,24_1330534965283602408,349.29206872082494,103.11120963096619
Adiac,adam-1000-1,25_460200593398906959,135.13664873223445,102.6221854686737
Adiac,adam-1000-1,26_2304957903946596533,380.1906026583607,102.79967713356018
Adiac,adam-1000-1,27_1324291388505276700,185.64923503231415,102.5743477344513
Adiac,adam-1000-1,28_1466796341802254722,319.87452291724986,102.06146240234375
Adiac,adam-1000-1,29_822948720855695849,144.88719652523122,102.72042036056519
Adiac,ssg-1000-10,0_1858531444057915983,117.1620281456651,102.4485137462616
Adiac,ssg-1000-10,1_771982508617581238,124.65761354323136,102.52846646308899
Adiac,ssg-1000-10,2_1475967918045348636,114.23868904918982,102.3049647808075
Adiac,ssg-1000-10,3_636110359215162242,113.42302956957244,101.63544702529907
Adiac,ssg-1000-10,4_2242961940814447592,119.04962672902349,102.69650769233704
Adiac,ssg-1000-10,5_676245282408055886,126.24677298722561,101.32022523880005
Adiac,ssg-1000-10,6_887280046685242548,121.97107212235242,102.09111857414246
Adiac,ssg-1000-10,7_553396298480829723,130.29125731123833,102.85486221313477
Adiac,ssg-1000-10,8_1309173653379171713,116.1050873915439,102.32742094993591
Adiac,ssg-1000-10,9_792116765545416167,114.0446116014663,101.77540254592896
Adiac,ssg-1000-10,10_1307262152414283340,122.79683323707361,101.22308874130249
Adiac,ssg-1000-10,11_1196646334857692850,121.2085982981438,101.95166349411011
Adiac,ssg-1000-10,12_951124838619498263,130.21739137618985,100.89314603805542
Adiac,ssg-1000-10,13_2275279336333854590,136.49367641386922,103.57389283180237
Adiac,ssg-1000-10,14_1819166728760281060,134.98987993021746,101.80184149742126
Adiac,ssg-1000-10,15_820727157611776075,138.25379383060366,102.56668472290039
Adiac,ssg-1000-10,16_1958047141976295601,115.8478534962328,102.49290442466736
Adiac,ssg-1000-10,17_253862393039767831,116.12803135639564,101.26059532165527
Adiac,ssg-1000-10,18_1834294909246851452,121.67520518419575,101.6849594116211
Adiac,ssg-1000-10,19_971586750012410338,118.62582892375032,101.62550354003906
Adiac,ssg-1000-10,20_509527433800010312,128.68626603904394,101.79924654960632
Adiac,ssg-1000-10,21_1886881251868494509,115.8118839666656,101.59696578979492
Adiac,ssg-1000-10,22_882638458348587796,130.58084409010732,102.56411075592041
Adiac,ssg-1000-10,23_923447382169308026,114.3475513217058,102.01730799674988
Adiac,ssg-1000-10,24_625258179449015264,113.63317600030699,101.87031841278076
Adiac,ssg-1000-10,25_670337056676203589,117.2338885208463,101.01919722557068
Adiac,ssg-1000-10,26_2160916932905618602,128.91478393371432,101.64606356620789
Adiac,ssg-1000-10,27_1982862019903573262,118.53569528500076,99.92234635353088
Adiac,ssg-1000-10,28_953910451328470387,116.12353989510184,100.55340361595154
Adiac,ssg-1000-10,29_2006511415505407447,113.46118395535154,100.45615553855896
Adiac,adam-1000-10,0_880973797744135739,193.22002512331738,99.51125359535217
